61, 55, 1, 1, 3, 2
64, 167, 1, 1, 2, 2
63, 176, 2, 1, 1, 2
69, 85, 2, 1, 1, 2
23, 185, 2, 1, 2, 2
63, 22, 1, 1, 1, 3
69, 85, 2, 2, 1, 2
24, 15, 1, 1, 2, 2
67, 174, 1, 2, 2, 3
69, 9, 2, 2, 1, 3
64, 96, 1, 2, 2, 2
64, 85, 1, 1, 2, 2
67, 14, 1, 2, 2, 1
67, 175, 1, 1, 2, 3
63, 27, 2, 2, 1, 1
23, 89, 2, 1, 2, 2
24, 21, 1, 2, 2, 2
64, 176, 1, 2, 2, 2
67, 180, 1, 2, 2, 2
63, 154, 2, 1, 1, 2
63, 176, 2, 2, 1, 2
69, 30, 2, 1, 1, 2
63, 174, 2, 2, 1, 3
61, 23, 1, 1, 3, 1
61, 10, 1, 1, 3, 3
67, 73, 1, 2, 2, 2
24, 14, 1, 1, 2, 1
23, 182, 2, 1, 2, 2
73, 193, 1, 1, 2, 1
64, 28, 1, 2, 2, 1
69, 30, 2, 2, 1, 2
23, 209, 1, 2, 2, 1
24, 85, 1, 2, 2, 2
61, 167, 2, 2, 3, 2
61, 22, 1, 1, 3, 3
64, 85, 1, 2, 2, 2
61, 48, 1, 2, 3, 2
69, 85, 2, 2, 1, 2
69, 185, 2, 1, 1, 2
67, 23, 1, 2, 2, 1
64, 17, 1, 1, 2, 2
64, 10, 1, 2, 2, 3
24, 23, 1, 1, 2, 1
23, 21, 1, 1, 2, 2
23, 209, 1, 1, 2, 1
61, 85, 2, 1, 3, 2
73, 21, 1, 1, 2, 2
69, 154, 1, 2, 1, 2
64, 180, 1, 1, 2, 2
61, 61, 1, 2, 3, 2
73, 27, 1, 1, 2, 1
63, 52, 1, 2, 1, 2
63, 193, 2, 1, 1, 1
67, 180, 1, 2, 2, 2
24, 209, 1, 2, 2, 1
67, 14, 1, 2, 2, 1
69, 176, 2, 2, 1, 2
64, 10, 1, 1, 2, 3
24, 185, 1, 1, 2, 2
24, 61, 1, 2, 2, 2
