33, 119, 1, 1, 5, 3
23, 103, 1, 2, 2, 2
33, 149, 1, 1, 5, 2
23, 155, 1, 1, 2, 2
8, 97, 1, 1, 4, 3
33, 15, 1, 1, 5, 2
26, 32, 1, 2, 3, 3
26, 2, 1, 2, 3, 2
33, 16, 1, 2, 5, 3
26, 119, 1, 1, 3, 3
23, 214, 2, 2, 2, 3
4, 56, 1, 1, 3, 4
26, 29, 2, 1, 3, 2
57, 173, 1, 1, 3, 2
57, 15, 1, 1, 3, 2
8, 32, 2, 2, 4, 3
23, 10, 1, 1, 2, 2
4, 54, 1, 1, 3, 2
4, 84, 1, 1, 3, 4
65, 185, 1, 2, 3, 1
26, 154, 1, 2, 3, 2
65, 55, 2, 2, 3, 4
57, 15, 1, 2, 3, 2
8, 215, 1, 2, 4, 2
57, 178, 1, 1, 3, 2
33, 119, 1, 2, 5, 3
4, 4, 2, 1, 3, 3
26, 47, 1, 1, 3, 3
4, 84, 1, 1, 3, 4
57, 44, 1, 2, 3, 2
33, 190, 1, 1, 5, 2
57, 156, 2, 1, 3, 2
4, 217, 1, 2, 3, 2
57, 29, 2, 1, 3, 2
23, 97, 2, 2, 2, 3
26, 156, 1, 2, 3, 2
4, 140, 1, 2, 3, 4
4, 174, 1, 2, 3, 3
8, 171, 2, 2, 4, 2
8, 206, 2, 2, 4, 3
65, 32, 1, 1, 3, 3
4, 208, 1, 1, 3, 2
26, 41, 1, 2, 3, 4
33, 154, 2, 2, 5, 2
65, 54, 1, 2, 3, 2
65, 56, 1, 1, 3, 4
8, 154, 1, 1, 4, 2
33, 166, 2, 2, 5, 2
8, 81, 2, 1, 4, 2
33, 81, 2, 1, 5, 2
26, 71, 2, 2, 3, 4
23, 19, 1, 1, 2, 2
4, 155, 2, 1, 3, 2
57, 190, 1, 1, 3, 2
33, 169, 1, 1, 5, 3
4, 174, 1, 1, 3, 3
23, 126, 1, 2, 2, 2
33, 84, 1, 2, 5, 4
65, 208, 1, 2, 3, 2
65, 44, 1, 2, 3, 2
