26, 3, 2, 1, 2, 4
34, 32, 2, 1, 2, 2
61, 33, 2, 1, 1, 3
34, 138, 1, 2, 2, 1
4, 185, 1, 2, 2, 2
18, 89, 1, 1, 2, 2
34, 41, 2, 2, 2, 2
61, 98, 2, 1, 1, 2
67, 168, 1, 2, 1, 2
13, 6, 2, 2, 2, 2
20, 225, 1, 2, 2, 2
61, 142, 2, 2, 1, 2
18, 161, 1, 2, 2, 2
68, 142, 1, 2, 2, 2
33, 163, 2, 1, 2, 2
26, 84, 1, 1, 2, 1
61, 139, 2, 2, 1, 2
68, 168, 1, 2, 2, 2
19, 163, 2, 1, 2, 2
4, 142, 2, 2, 2, 2
61, 74, 1, 2, 1, 2
19, 180, 1, 2, 2, 1
20, 51, 2, 2, 2, 2
61, 152, 2, 1, 1, 2
19, 168, 1, 2, 2, 2
4, 168, 1, 1, 2, 2
13, 51, 2, 2, 2, 2
18, 5, 1, 1, 2, 2
61, 33, 2, 1, 1, 3
4, 136, 2, 1, 2, 2
19, 74, 1, 1, 2, 2
61, 205, 2, 2, 1, 2
26, 33, 2, 2, 2, 3
4, 159, 1, 1, 2, 1
67, 41, 2, 2, 1, 2
61, 3, 2, 2, 1, 4
30, 164, 1, 1, 2, 2
4, 74, 1, 1, 2, 2
30, 142, 2, 1, 2, 2
20, 142, 2, 2, 2, 2
68, 144, 1, 2, 2, 2
67, 139, 2, 1, 1, 2
20, 128, 1, 1, 2, 1
33, 150, 1, 1, 2, 1
68, 14, 1, 1, 2, 2
61, 164, 2, 1, 1, 2
61, 142, 2, 2, 1, 2
13, 138, 1, 1, 2, 1
20, 140, 1, 1, 2, 2
61, 84, 1, 1, 1, 1
67, 159, 1, 2, 1, 1
67, 150, 1, 1, 1, 1
19, 167, 1, 2, 2, 2
68, 217, 1, 1, 2, 1
4, 159, 1, 1, 2, 1
18, 167, 1, 2, 2, 2
68, 18, 1, 1, 2, 1
4, 180, 1, 1, 2, 1
13, 58, 1, 1, 2, 1
68, 180, 1, 1, 2, 1
