57, 54, 1, 1, -2, -2
8, 84, 1, 2, -2, -2
4, 43, 1, 1, -2, -2
4, 149, 1, 1, -2, -2
4, 166, 1, 1, -2, -2
65, 15, 1, 1, -2, -2
65, 81, 1, 2, -2, -2
65, 214, 1, 2, -2, -2
65, 185, 1, 2, -2, -2
33, 19, 1, 1, -2, -2
26, 9, 2, 2, -2, -2
8, 70, 1, 1, -2, -2
57, 189, 2, 1, -2, -2
23, 19, 1, 1, -2, -2
4, 155, 1, 1, -2, -2
57, 119, 2, 2, -2, -2
8, 166, 1, 1, -2, -2
57, 126, 1, 1, -2, -2
26, 169, 1, 1, -2, -2
26, 170, 1, 2, -2, -2
4, 200, 1, 2, -2, -2
23, 16, 2, 2, -2, -2
4, 140, 1, 2, -2, -2
33, 156, 1, 2, -2, -2
65, 15, 1, 1, -2, -2
26, 208, 1, 2, -2, -2
57, 56, 2, 1, -2, -2
33, 156, 1, 1, -2, -2
57, 9, 1, 1, -2, -2
4, 102, 1, 2, -2, -2
33, 185, 1, 1, -2, -2
23, 29, 2, 1, -2, -2
4, 47, 1, 2, -2, -2
26, 189, 2, 1, -2, -2
65, 47, 2, 2, -2, -2
65, 170, 1, 2, -2, -2
33, 48, 1, 2, -2, -2
26, 166, 1, 2, -2, -2
26, 84, 2, 2, -2, -2
65, 84, 2, 2, -2, -2
8, 154, 1, 1, -2, -2
57, 56, 1, 1, -2, -2
8, 155, 1, 2, -2, -2
57, 206, 2, 2, -2, -2
33, 4, 1, 2, -2, -2
26, 119, 1, 1, -2, -2
26, 149, 1, 1, -2, -2
33, 140, 2, 2, -2, -2
23, 47, 2, 1, -2, -2
23, 149, 2, 1, -2, -2
26, 206, 2, 2, -2, -2
4, 4, 1, 1, -2, -2
57, 97, 2, 1, -2, -2
26, 103, 1, 1, -2, -2
8, 185, 1, 1, -2, -2
26, 19, 1, 1, -2, -2
8, 18, 1, 2, -2, -2
4, 155, 1, 2, -2, -2
23, 206, 1, 2, -2, -2
57, 47, 1, 2, -2, -2
